CountryName,ArrID,ArrType,ApprovalDate,InitialEndDate,RevisedEndDate,IniPgmYr,BoardActDate,ReviewType,ReviewSequence,EconDescrpt,Descpt,CondtOriginTxt,SPC_PA_SB,CondtSource,CondtSourceTxt,LeadInst,TestDate,Status,Comments
GUINEA,589,PRGF,12/21/2007,12/20/2010,          ,2007,07/28/2008,R1,L   ,"2.2. Central bank auditing, transparency, and financial controls","Arrange for independent verification by an external auditor of the central bank balance sheet data at end-June 2007 thata will be used to calculate quantitative performance criteria (e.g., net international reserves and net domestic assets of the central bank).",,PA,,,,Program Prior Action,M,NULL
GUINEA,589,PRGF,12/21/2007,12/20/2010,          ,2007,07/28/2008,R1,L   ,"2.2. Central bank auditing, transparency, and financial controls",Retain KPMG France to conduct the audit of central bank financial operations in 2007,,PA,,,,Program Prior Action,M,NULL
GUINEA,589,PRGF,12/21/2007,12/20/2010,          ,2007,07/28/2008,R1,L   ,"1.6. Expenditure auditing, accounting, and financial controls","Sign an agreement between the Treasury and the central bank concerning the current level of the central bank claims on government and the repayment schedule, including a commitment that the central bank will make no payment for the account of the government without the prior approval of the Minister of Finance or his official representative.",,PA,,,,Program Prior Action,M,NULL
GUINEA,589,PRGF,12/21/2007,12/20/2010,          ,2007,07/28/2008,R1,L   ,"6.1. Financial sector legal reforms, regulation, and supervision",The BCRG will ensure the compliance of commercial banks with the required reserves ratio on their deposits and the system of sanctions provided for that purpose.,,SB,,,,Continuous,SB,NULL
GUINEA,589,PRGF,12/21/2007,12/20/2010,          ,2007,07/28/2008,R1,L   ,"6.1. Financial sector legal reforms, regulation, and supervision",The BCRG will ensure the compliance of commercial banks with the required reserves ratio on their deposits and the system of sanctions provided for that purpose.,,SB,,,,12/31/2007,M,Met for P1R1.
GUINEA,589,PRGF,12/21/2007,12/20/2010,          ,2007,07/28/2008,R1,L   ,"1.8. Budget preparation (e.g., submission or approval)",Adopt a budget classification based on the IMF Government Finance Statistics Manual 2001 (particularly the economic and functional classifications) and define poverty-reducing expenditure based on the functional classification.,,SB,,,,06/30/2008,SB,NULL
GUINEA,589,PRGF,12/21/2007,12/20/2010,          ,2007,07/28/2008,R1,L   ,11.2. Natural resource and agricultural policies (excl. public enterprises and pricing),Adopt in the Council of Ministers a standard mining contract based on international best practices.,,SB,,,,04/30/2008,NM,"At P1R1, not met.  Expected to be adopted by July 31, 2008."
GUINEA,589,PRGF,12/21/2007,12/20/2010,          ,2007,07/28/2008,R1,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)",Finalize and publish the results of the audit of mining sector revenue and expenditure in 2006 in the context of the Extractive Industries Transparency Initiative.,,SB,,,,06/30/2008,SB,"At P1R1, pending. Expected to be adopted by November 30, 2008."
GUINEA,589,PRGF,12/21/2007,12/20/2010,          ,2007,07/28/2008,R1,L   ,"2.2. Central bank auditing, transparency, and financial controls","Publish the central bank's audited financial statements for 2006 and 2007 on its website, together with the opinion of the external auditor.",,SB,,,,08/31/2008,SB,NULL
GUINEA,589,PRGF,12/21/2007,12/20/2010,          ,2007,07/28/2008,R1,L   ,"5.2. Privatization, public enterprise reform and restructuring, other than pricing",Adopt an overall strategy and a rate policy for the electricity sector.,,SB,,,,12/31/2008,SB,NULL
GUINEA,589,PRGF,12/21/2007,12/20/2010,          ,2007,07/28/2008,R1,L   ,"1.6. Expenditure auditing, accounting, and financial controls",Issue a ministerial decree stating which expenditures are eligible for simplified procedures and do not require prior authorization.,,SB,,,,12/31/2007,M,NULL
GUINEA,589,PRGF,12/21/2007,12/20/2010,          ,2007,07/28/2008,R1,L   ,"1.6. Expenditure auditing, accounting, and financial controls","Close all accounts of nonautomomous government entities at commercial banks, except those explicitly required by donors.",,SB,,,,02/29/2008,MD,"At P1R1, met with delay.  An instruction was sent to commercial banks on March 13, 2008."
GUINEA,589,PRGF,12/21/2007,12/20/2010,          ,2007,07/28/2008,R1,L   ,"6.1. Financial sector legal reforms, regulation, and supervision","Apply international standards to the oversight, management, and accounting of the foreign exchange reserves in accordance with the recommendations contained in the report on safeguard measures.",,SB,,,,01/31/2008,MD,"At P1R1, met with delay.  The investment committee was created on May 12, 2008."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)",Provide IMF staff with a copy of the Rio Tinto contract with the government.,Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Program Prior Action,M,Rationale: promote transparency in government operations
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.8. Budget preparation (e.g., submission or approval)",Adopt a 2012 budget law as discussed with November 2011 mission.,Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Program Prior Action,M,Rationale: preserve program budget objectives
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.8. Budget preparation (e.g., submission or approval)","Adoption by the government of a revised budget for 2012 as agreed with the July?August 2012 mission, including a clause that closes expenditure commitments on November 30, 2012 and sets the end of the supplemental period as January 31, 2013",Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,First Review Prior action,M,Macroeconomic rationale: implement the revised program.
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"2.2. Central bank auditing, transparency, and financial controls","Publish the central bank?s 2010 audited financial statements on its website, together with the auditors? opinions.",Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Program Prior Action,M,Rationale: Promote accountability and transparency
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,5. Public enterprise reform and pricing  (non financial sector),Conduct a roundtable on the electricity sector in order to define the sector reform program.,Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Program Prior Action,M,Rationale: Reduce the burden of transfers and subsidies on the budget
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,1. General government,Adoption by the government of the investment policy letter.,Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Second Review Prior action,M,Macroeconomic rationale: Lay the foundation for improving the business environment.
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,1.5. Debt Management,Creation of an external debt supervisory commission.,Condition is new,PA,"IMF, CtyTeam",IMF Country team,IMF,Second Review Prior action,M,Macroeconomic rationale: Promote debt sustainability by ensuring that the terms of new external loans are consistent with program provisions regarding the minimum grant element prior to submission for signature by the Minister of Finance.
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,2.1. Central bank operations and reforms,"Certify, by an independent external auditor, the statistical data on the program performance at test dates submitted to the IMF by the BCRG, and approve an investment policy and guidelines by end-December 2012 by the BCRG board of directors (MEFP ¶ 42, 43).",,SB,,,,Continuous,SB,
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,1. General government,Completion of a study on the role of SOGUIPAMI and its relationship with the public administration (MEFP ¶ 54).,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,03/31/2013,NM,"Introduced at R1. Macroeconomic rationale: Maintain government control over its assets in the mining sector, protect budget revenue, and limit financial risks. At R2, Not completed. Postponed to end-October 2013."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,1. General government,Adoption of a revision to legal texts on public entities to make them consistent with the new budget framework law and the General regulation on budget management and public accounting (RGGBCP) (MEFP ¶ 48).,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2013,SB,"Introduced at R1. Macroeconomic rationale: Limit the risks for the government budget; improve central control over external public debt. At R2, ongoing."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.1. Revenue measures, excluding trade policy",Consult with the IMF before approving any modification to the new mining code or implementing regulations that could have a tax impact (MEFP ¶ 47).,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,Continuous,SB,Introduced at R0. Rationale: protect budget revenue
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.1. Revenue measures, excluding trade policy",Consult with the IMF before approving any modification to the new mining code or implementing regulations that could have a tax impact (MEFP ¶ 47).,,SB,,,,06/30/2012,M,
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.1. Revenue measures, excluding trade policy",Develop a plan to implement tax reforms (MEFP ¶ 26).,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2012,M,Introduced at R0. Rationale: Promote predictability in public finance reforms
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.1. Revenue measures, excluding trade policy","Based on an exhaustive list of companies benefitting from the investment code and their tax advantages, terminate the benefits of companies whose eligibility periods have expired, and adopt a revised investment code (MEFP ¶ 27).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,08/31/2012,NM,"Introduced at R0. Rationale: Reduce tax expenditures and improve the business environment. At R1, Not completed; on the basis of technical assistance recommendations of the IFC and FAD, the authorities have broadened the objective of the revision of the Investment Code, requiring additional technical assistance. The Investment Code will be revised by end-March 2013, once the new investment policy has been finalized with assistance from the IFC. The government prepared a list of companies that benefit from the Investment Code and their tax advantages. It will terminate the benefits of companies that do not comply with the contractual obligations under the code by end-December 2012."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.1. Revenue measures, excluding trade policy",Termination of tax advantages under the Investment Code for companies that do not meet the contractual obligations associated with the advantages in the code (MEFP ¶ 30).,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,M,Introduced at R1. Macroeconomic rationale: lower tax exemptions.
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.1. Revenue measures, excluding trade policy",Submission to parliament of a draft law on tax and customs incentives (MEFP ¶ 49).,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,05/31/2013,SB,"Introduced at R1. Macroeconomic rationale: Separate the function of investment regulation from tax incentives. At R2, ongoing."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.2. Revenue administration, including customs",The medium-size enterprise unit starts activities and VAT collection is expanded to medium-sized enterprises (MEFP ¶ 30).,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,MD,"Introduced at R1. Macroeconomic rationale: increase budget revenues. At R2, Completed with delays. The unit became operational in April 2013. "
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.2. Revenue administration, including customs",Submission to parliament a draft law revising the Investment Code (MEFP ¶ 49).,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,03/31/2013,NM,"Introduced at R1. Macroeconomic rationale: Reduce tax expenditures and improve the business environment. At R2, Not completed, owing to delays in adopting the investment policy letter. Postponed to end-June 2013."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.2. Revenue administration, including customs",Apply an automatic system to monthly adjust the price of petroleum products based on changes in the international market price and the exchange rate (MEFP ¶ 52) ,Condition was previously a structural benchmark,SB,"IMF, CtyTeam",IMF Country team,IMF,01/01/2013,MOD,"Continuous SB previously scheduled to begin on July 2012 under the first ECF review. At R1, the text of the condition is modified. See condition under Public enterprise  pricing and subsidies: ""Reintroduce the mechanism for regularly adjusting petroleum product prices based on changes in the international market prices and in the exchange rate (MEFP ¶ 27)."""
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.3. Expenditure measures, including arrears clearance","Adopt implementing texts and general terms and conditions of operation for the implementation of the Special Investment Fund, based on advice provided by IMF and World Bank (MEFP, Box 2).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,03/31/2012,M,Introduced at R0. Rationale: Improve public infrastructures while preserving the sustainability of public finances
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.3. Expenditure measures, including arrears clearance","Adopt a medium-term public investment program, based on advice provided by the development partners (MEFP, Box 2).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,09/30/2012,MOD,"Introduced at R0. Rationale: Create a pipeline of viable projects that could receive funding from the SIF. At R1, The PIP is being prepared with assistance from the UNDP and the AfDB; completion expected to be delayed to end-December 2012."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.3. Expenditure measures, including arrears clearance","Adopt a medium-term public investment program, based on advice provided by the development partners (MEFP, Box 2).",,SB,,,,12/31/2012,M,"At R1, new test date. Introduced at R0. Rationale: Create a pipeline of viable projects that could receive funding from the SIF. At R1, The PIP is being prepared with assistance from the UNDP and the AfDB; completion expected to be delayed to end-December 2012."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.6. Expenditure auditing, accounting, and financial controls",Signing of a decree on the General Regulations on Fiscal Management and Public Accounting (RGGBCP) (MEFP ¶ 47),Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,M,Introduced at R1. Macroeconomic rationale: Strengthen budget management; limit the possibility of expenditure overflows between fiscal years; strengthen central control over public external debt.
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,1.9. Inter-governmental relations,Signing by the BCRG and the Ministry of Economy and Finance of a framework agreement to update the 2010 convention on the outstanding stock of advances (MEFP ¶ 45).,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,MOD,"Introduced at R1. Macroeconomic rationale: Shorten repayment period in line with recommendations by external auditors. At R2, text of the condition was revised to: ""Signing by the BCRG and the Ministry of Economy and Finance of a framework agreement to update the 2010 securitization agreement (MEFP ¶ 45)."""
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,2.1. Central bank operations and reforms,"Certify, by an independent external auditor, the statistical data on the program performance at test dates submitted to the IMF by the BCRG, and approve an investment policy and guidelines by end-December 2012 by the BCRG board of directors (MEFP ¶ 42, 43).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,MOD,"Introduced at R0. Rationale: Ensure appropriate utilization of resources entrusted to the BCRG. At R1, in progress. The BCRG selected a new auditor that will certify the data from end-June 2012. At R2, test date moved to end-June 2013."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,5. Public enterprise reform and pricing  (non financial sector),Adopt a comprehensive plan for reform of the electricity sector (MEFP ¶ 49).,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,03/31/2012,M,Introduced at R0. Rationale: Reduce the burden of transfers and subsidies on the budget
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,5. Public enterprise reform and pricing  (non financial sector),"Definition of the legal status of EDG and establishment of the company?s governance institutions, including management (MEFP ¶ 57).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2013,SB,"Introduced at R1. Macroeconomic rationale: Improve EDG?s governance and performance, and reduce budget subsidies. At R2, the SB was modified."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,5.1. Public enterprise pricing and subsidies,Reintroduce the mechanism for regularly adjusting petroleum product prices based on changes in the international market prices and in the exchange rate (MEFP ¶ 27).,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,Continuous,SB,"Introduced at R0. Continuous from July 1, 2012. Rationale: Protect budget revenue and ensure budget sustainability."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,5.1. Public enterprise pricing and subsidies,Reintroduce the mechanism for regularly adjusting petroleum product prices based on changes in the international market prices and in the exchange rate (MEFP ¶ 27).,,SB,,,,07/01/2012,NM,"At R1, not implemented. Postponed to January 1, 2013."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"6.1. Financial sector legal reforms, regulation, and supervision",Adoption by the government of the draft new banking law (MEFP ¶ 44).,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,M,Introduced at R1. Macroeconomic rationale: strengthen the banking system.
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,11.2. Natural resource and agricultural policies (excl. public enterprises and pricing),"Harmonize the methods and procedures for assistance to the agriculture sector (distribution of inputs, seeds, and agricultural materials) as well as the extension and collection of agricultural loans, based on advice provided by the World Bank and IFAD (MEFP ¶ 32).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,03/31/2012,MD,"Introduced at R0. Rationale: Ensure control of agricultural subsidies and improve the rate of collections for producer credits. At R1, new system was implemented in early-August 2012."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,11.2. Natural resource and agricultural policies (excl. public enterprises and pricing),Adopt and publish implementing decrees for the new mining code as well as a standard mining contract (MEFP ¶ 47).,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2012,NM,"Introduced at R0. Rationale: Ensure a larger share for the government in Guinea's mining revenues. At R1, Not completed pending additional technical assistance on the fiscal regime from FAD. Draft decrees and new standard convention are expected to be completed and published before end-December 2012."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,11.2. Natural resource and agricultural policies (excl. public enterprises and pricing),Submission to Parliament of the draft technical amendments to the 2011 Mining Code (MEFP ¶ 52).,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,MD,"Introduced at R1. Macroeconomic rationale: Ensure that the Mining Code is competitive and a larger share for the government in the country?s mining revenues. At R2, Completed with delays. The draft was submitted to Parliament in early March 2013 and adopted in April 2013."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,11.2. Natural resource and agricultural policies (excl. public enterprises and pricing),Adoption and publication of the implementing texts of the 2011 Mining Code as well as a standard mining convention (MEFP ¶ 52).,Condition was previously a structural benchmark,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,NM,"Introduced at R1 revising text and specifying a new test date on ""Adopt and publish implementing decrees for the new mining code as well as a standard mining contract"". Macroeconomic rationale: Ensure that the Mining Code is competitive and a larger share for the government in the country?s mining revenues. At R2, Not completed. Postponed to end-June 2013."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,1.9. Inter-governmental relations,Signing by the BCRG and the Ministry of Economy and Finance of a framework agreement to update the 2010 securitization agreement (MEFP ¶ 45).,Condition was previously a structural benchmark,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,MD,"At R2, this is a revised text of the condition. Completed with delays. The agreement was signed in April 2013. Macroeconomic rationale: To implement recommendations by the external auditor to shorten the repayment period of the advances."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,11.2. Natural resource and agricultural policies (excl. public enterprises and pricing),Adoption and publication of the implementing texts of the 2011 Mining Code as well as a standard mining convention (MEFP ¶ 52).,,SB,,,,06/30/2013,SB,"At R2, new test date."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,5.1. Public enterprise pricing and subsidies,Reintroduce the mechanism for regularly adjusting petroleum product prices based on changes in the international market prices and in the exchange rate (MEFP ¶ 27).,,SB,,,,01/01/2013,NM,"At R2, Not completed. Postponed to August 1, 2013."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,5.1. Public enterprise pricing and subsidies,Reintroduce the mechanism for regularly adjusting petroleum product prices based on changes in the international market prices and in the exchange rate (MEFP ¶ 27).,,SB,,,,08/01/2013,SB,
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,1. General government,Completion of a study on the role of SOGUIPAMI and its relationship with the public administration (MEFP ¶ 54).,Condition was previously a structural benchmark,SB,"IMF, CtyTeam",IMF Country team,WB,12/31/2013,MOD,"At R2, new test date. The test is no longer on the completion of the study, but on the implementation of the study's recommendations."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.2. Revenue administration, including customs",Submission to parliament a draft law revising the Investment Code (MEFP ¶ 49).,,SB,,,,06/30/2013,SB,"At R2, new test date."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,5. Public enterprise reform and pricing  (non financial sector),"Adopt a program to reform the electricity sector and the governance of Electricité de Guinée (EDG), in keeping with the recommendations made during the energy development partners meeting in April 2013.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,WB,06/30/2013,SB,"Introduced at R2, based on a previous SB for end-June 2013. Macroeconomic rationale: Improve EDG?s governance and performance, and reduce budget subsidies."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.3. Expenditure measures, including arrears clearance","Adopt the Special Investment Fund governance structure, with technical assistance from the World Bank.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2013,SB,Introduced at R2. Macroeconomic rationale: Promote fiscal sustainability and economic growth through better cost-effective use of windfall mining revenues.
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,6.2. Restructuring and privatization of financial institutions,"Appoint a liquidator for the BADAM bank with terms of reference ensuring, in particular, that advances from BCRG to BADAM and deposits up to GNF 10 million will be reimbursed.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2013,SB,"Introduced at R2. Macroeconomic rationale: Protect the banking system and small depositors, while limiting use of the government budget."
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"3. Civil service and public employment reforms, and wages","Adopt a civil service reform plan, based on the results of the biometric census and the HCREMA action plan.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,09/30/2013,SB,Introduced at R2. Macroeconomic rationale: Restrain the wage bill and improve government productivity.
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,1.5. Debt Management,Prepare a medium-term action plan to strengthen external debt management with technical assistance from the European Union.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,10/31/2013,SB,Introduced at R2. Macroeconomic rationale: Strengthen external debt management.
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,1. General government,Adopt and implement recommendations for a study on the role of SOGUIPAMI and its relationship with public administrations.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2013,SB,"Introduced at R2. Macroeconomic rationale: Maintain the government?s assets in the mining sector under government control, protect government revenues, and limit fiscal risks. "
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.6. Expenditure auditing, accounting, and financial controls",Regularize suspense accounts and produce administrative and general financial management accounts for 2005 - 2012.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2013,SB,Introduced at R2. Macroeconomic rationale: Strengthen public financial management and transparency.
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,"1.6. Expenditure auditing, accounting, and financial controls",Adopt revisions of legal texts on public entities to make them consistent with the new Organic Budget Law (LORLF) and the General Regulations on Fiscal Management and Public Accounting (RGGBCP).,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2013,SB,Introduced at R2. Macroeconomic rationale: Limit the risks for the government budget and strengthen central control over external public debt.
GUINEA,679,ECF,02/24/2012,02/23/2015,          ,2012,05/20/2013,R2,L   ,2.1. Central bank operations and reforms,"Certify, by an independent external auditor, the statistical data on the program performance at test dates submitted to the IMF by the BCRG, and approve an investment policy and guidelines by end-December 2012 by the BCRG board of directors (MEFP ¶ 42, 43).",Condition was previously a structural benchmark,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,M,Continuous SB introduced at R0 in line with recommendations of the January 2012 Safeguards assessment report. The SB was met at R1 (end-June 2012 test date) and R2 (end-December 2012 test date).
GUINEA-BISSAU,637,ECF,05/07/2010,05/06/2013,          ,2010,12/02/2011,R3,L   ,"3. Civil service and public employment reforms, and wages","Submit to the Council of Ministers an action plan for public administration reform, with a medium-term schedule to downsize the civil service through retirement and removing redundant workers beginning in 2011.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,01/31/2011,M,Introduced at R1. Macro rationale: to improve efficiency of civil service.
GUINEA-BISSAU,637,ECF,05/07/2010,05/06/2013,          ,2010,12/02/2011,R3,L   ,11.1. Private sector legal and regulatory environment reform (non financial sector),Prepare an action plan to identify and remove further impediments to private sector development and improve the ease of doing business in Guinea-Bissau.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,08/31/2011,M,Introduced at R1. Macro rationale: improve the ease of doing business.
GUINEA-BISSAU,637,ECF,05/07/2010,05/06/2013,          ,2010,12/02/2011,R3,L   ,11.2. Natural resource and agricultural policies (excl. public enterprises and pricing),Prepare a plan to manage the country?s natural resources.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,,12/31/2011,SB,Introduced at R1. Macro rationale: improve the ease of doing business.
GUINEA-BISSAU,637,ECF,05/07/2010,05/06/2013,          ,2010,12/02/2011,R3,L   ,1. General government,Extend the computerized and unified payroll and personnel management system to all ministries.,,SB,,,,12/31/2011,SB,"At R3, new test date of end-December 2011."
GUINEA-BISSAU,637,ECF,05/07/2010,05/06/2013,          ,2010,12/02/2011,R3,L   ,"1.2. Revenue administration, including customs",Prepare a comprehensive survey of all non-tax revenues not collected by the Treasury Office to be attached to the annual budget laws.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2012,SB,Introduced at R3 for the fifth review (R5). Macro rationale: to strengthen revenue collection
GUINEA-BISSAU,637,ECF,05/07/2010,05/06/2013,          ,2010,12/02/2011,R3,L   ,"1.1. Revenue measures, excluding trade policy",Adopt indicative ceilings to control volume of exempted fuel.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2012,SB,Introduced at R3 for the fifth review (R5). Macro rationale: to strengthen revenue collection
GUINEA-BISSAU,637,ECF,05/07/2010,05/06/2013,          ,2010,12/02/2011,R3,L   ,"3. Civil service and public employment reforms, and wages","Approve management regulations for public employees (career, performance, licensing, management staff).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2012,SB,Introduced at R3 for the fifth review (R5). Macro rationale: to modernize public administration
GUINEA-BISSAU,637,ECF,05/07/2010,05/06/2013,          ,2010,12/02/2011,R3,L   ,"1.2. Revenue administration, including customs",Prepare a report on tax stop-filers during the period of 2010-11.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2012,SB,Introduced at R3 for the fifth review (R5). Macro rationale: to strengthen revenue collection
GUINEA-BISSAU,637,ECF,05/07/2010,05/06/2013,          ,2010,12/02/2011,R3,L   ,11.1. Private sector legal and regulatory environment reform (non financial sector),Submit to the Council of Ministers an action plan to identify and remove impediments to private sector development and improve the ease of doing business in Guinea-Bissau.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2012,SB,Introduced at R3 for the fifth review (R5). Macro rationale: to improve the ease of doing business
GUINEA-BISSAU,637,ECF,05/07/2010,05/06/2013,          ,2010,12/02/2011,R3,L   ,"1.2. Revenue administration, including customs",Setup of SYDONIA ++ in Bafata and Gabu.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2012,SB,Introduced at R3 for the sixth review (R6). Macro rationale: customs administration - to strengthen revenue collection
